,sig_eff,bkg_eff,bkg_rej
18102,0.9746542576324259,0.25945400097499827,0.7405459990250017
18103,0.9746542576324259,0.25950623302458387,0.7404937669754161
18104,0.9746716534748195,0.2595236437077791,0.740476356292221
18105,0.9746716534748195,0.25964551849014555,0.7403544815098544
18106,0.9746890493172132,0.25964551849014555,0.7403544815098544
18107,0.9746890493172132,0.2596629291733408,0.7403370708266592
18108,0.9747064451596068,0.2596629291733408,0.7403370708266592
18109,0.9747064451596068,0.25985444668848806,0.740145553311512
18110,0.9747238410020005,0.25985444668848806,0.740145553311512
18111,0.9747238410020005,0.2599415001044641,0.740058499895536
18112,0.9747586326867879,0.2599415001044641,0.740058499895536
18113,0.9747586326867879,0.2600111428372449,0.7399888571627551
18114,0.9747760285291815,0.2600111428372449,0.7399888571627551
18115,0.9747760285291815,0.26025489240197786,0.7397451075980221
18116,0.9748456118987562,0.26025489240197786,0.7397451075980221
18117,0.9748456118987562,0.2602723030851731,0.739727696914827
18118,0.9748630077411499,0.2602723030851731,0.739727696914827
18119,0.9748630077411499,0.2603419458179539,0.7396580541820461
18120,0.9748804035835436,0.2603419458179539,0.7396580541820461
18121,0.9748804035835436,0.2605508740162964,0.7394491259837036
18122,0.9748977994259372,0.2605508740162964,0.7394491259837036
18123,0.9748977994259372,0.26067274879866287,0.7393272512013371
18124,0.9749151952683308,0.26067274879866287,0.7393272512013371
18125,0.9749151952683308,0.26084685563061494,0.7391531443693851
18126,0.9749325911107245,0.26084685563061494,0.7391531443693851
18127,0.9749325911107245,0.26086426631381016,0.7391357336861899
18128,0.9749499869531182,0.26086426631381016,0.7391357336861899
18129,0.9749499869531182,0.260933909046591,0.739066090953409
18130,0.9749847786379056,0.260933909046591,0.739066090953409
18131,0.9749847786379056,0.2609687304129814,0.7390312695870186
18132,0.9750021744802992,0.2609687304129814,0.7390312695870186
18133,0.9750021744802992,0.2611428372449335,0.7388571627550665
18134,0.9750195703226929,0.2611428372449335,0.7388571627550665
18135,0.9750195703226929,0.2614910509088377,0.7385089490911623
18136,0.9750369661650865,0.2614910509088377,0.7385089490911623
18137,0.9750369661650865,0.26161292569120415,0.7383870743087959
18138,0.9750543620074802,0.26161292569120415,0.7383870743087959
18139,0.9750543620074802,0.26210042482067,0.73789957517933
18140,0.9750717578498739,0.26210042482067,0.73789957517933
18141,0.9750717578498739,0.2621526568702556,0.7378473431297444
18142,0.9750891536922676,0.2621526568702556,0.7378473431297444
18143,0.9750891536922676,0.26241381711818373,0.7375861828818162
18144,0.9751065495346612,0.26241381711818373,0.7375861828818162
18145,0.9751065495346612,0.2626575666829166,0.7373424333170834
18146,0.9751239453770549,0.2626575666829166,0.7373424333170834
18147,0.9751239453770549,0.2627272094156975,0.7372727905843025
18148,0.9751413412194485,0.2627272094156975,0.7372727905843025
18149,0.9751413412194485,0.26281426283167353,0.7371857371683265
18150,0.9751413412194485,0.2628490841980639,0.737150915801936
18151,0.9751413412194485,0.2629187269308448,0.7370812730691552
18152,0.9751587370618422,0.2629187269308448,0.7370812730691552
18153,0.9751587370618422,0.2629709589804304,0.7370290410195697
18154,0.9751935287466296,0.2629709589804304,0.7370290410195697
18155,0.9751935287466296,0.2631276551291873,0.7368723448708128
18156,0.9752109245890233,0.2631276551291873,0.7368723448708128
18157,0.9752109245890233,0.26335399401072496,0.736646005989275
18158,0.9752283204314169,0.26335399401072496,0.736646005989275
18159,0.9752283204314169,0.2633714046939202,0.7366285953060798
18160,0.9752457162738105,0.2633714046939202,0.7366285953060798
18161,0.9752457162738105,0.2635281008426771,0.7364718991573229
18162,0.9752631121162042,0.2635281008426771,0.7364718991573229
18163,0.9752631121162042,0.26364997562504355,0.7363500243749564
18164,0.9752805079585979,0.26364997562504355,0.7363500243749564
18165,0.9752805079585979,0.26368479699143393,0.736315203008566
18166,0.9753152996433853,0.26368479699143393,0.736315203008566
18167,0.9753152996433853,0.26375443972421475,0.7362455602757852
18168,0.9753326954857789,0.26375443972421475,0.7362455602757852
18169,0.9753326954857789,0.2638066717738004,0.7361933282261997
18170,0.9753500913281725,0.2638066717738004,0.7361933282261997
18171,0.9753500913281725,0.26389372518977644,0.7361062748102236
18172,0.9753674871705662,0.26389372518977644,0.7361062748102236
18173,0.9753674871705662,0.2645379204679992,0.7354620795320008
18174,0.9753848830129599,0.2645379204679992,0.7354620795320008
18175,0.9753848830129599,0.2651472943798315,0.7348527056201686
18176,0.9754022788553536,0.2651472943798315,0.7348527056201686
18177,0.9754022788553536,0.2651647050630267,0.7348352949369733
18178,0.9754196746977473,0.2651647050630267,0.7348352949369733
18179,0.9754196746977473,0.26530399052858833,0.7346960094714117
18180,0.975437070540141,0.26530399052858833,0.7346960094714117
18181,0.975437070540141,0.26533881189497877,0.7346611881050212
18182,0.9754544663825345,0.26533881189497877,0.7346611881050212
18183,0.9754544663825345,0.26553032941012605,0.7344696705898739
18184,0.9754718622249282,0.26553032941012605,0.7344696705898739
18185,0.9754718622249282,0.2655651507765165,0.7344348492234836
18186,0.9754892580673219,0.2655651507765165,0.7344348492234836
18187,0.9754892580673219,0.2656173828261021,0.7343826171738979
18188,0.9755066539097156,0.2656173828261021,0.7343826171738979
18189,0.9755066539097156,0.2658263110244446,0.7341736889755555
18190,0.9755240497521093,0.2658263110244446,0.7341736889755555
18191,0.9755240497521093,0.2661048819555679,0.7338951180444321
18192,0.975541445594503,0.2661048819555679,0.7338951180444321
18193,0.975541445594503,0.2662267567379344,0.7337732432620656
18194,0.9755762372792902,0.2662267567379344,0.7337732432620656
18195,0.9755762372792902,0.26647050630266733,0.7335294936973327
18196,0.9755936331216839,0.26647050630266733,0.7335294936973327
18197,0.9755936331216839,0.2666446131346194,0.7333553868653806
18198,0.9756110289640776,0.2666446131346194,0.7333553868653806
18199,0.9756110289640776,0.2667838986001811,0.7332161013998189
18200,0.9756284248064713,0.2667838986001811,0.7332161013998189
18201,0.9756284248064713,0.2668535413329619,0.7331464586670381
18202,0.975645820648865,0.2668535413329619,0.7331464586670381
18203,0.975645820648865,0.267027648164914,0.732972351835086
18204,0.9756632164912586,0.267027648164914,0.732972351835086
18205,0.9756632164912586,0.26711470158089,0.73288529841911
18206,0.9756806123336522,0.26711470158089,0.73288529841911
18207,0.9756806123336522,0.2672713977296469,0.7327286022703531
18208,0.9756980081760459,0.2672713977296469,0.7327286022703531
